index,post,label
6927,haha well they require a certain physical ed requirement at my school to be given a bachelor s degree,0
6928,so i have 2 units left and football is a 3 unit p e course so it s in the bag p s thank you everybody i appreciate the kind words,0
6929,most nationalists here at stormfront side with the axis being they were nationalists as well whereas the allied nations were all in some form cultural marxists,0
6930,they were talking about this on another thread and the first choices were for coke and taco bell,0
6931,burger king was next up,0
6932,there s no effin way i would send a child to public school,0
6933,i do n t even watch tv anymore the constant anti white bias just made it completely not worth my while,0
6934,sabotaging the system is a good idea,0
6935,without explicitly lying you could claim other europid or two or more nordid atlantid dinarid and so on races,0
6936,i remember months ago there was a thread with a complaint about a classmate who wrongfully claimed to be hispanic just in order to receive affirmative action benefits,0
6937,in two years i will have a bs in medical technology,0
6938,i plan to work donig that for a few years then it s off to med school,0
6939,i would also tell you to hang in there,0
6940,i have a lot of respect for teachers because i know i could n t do it in these times,0
6941,some of the things i have heard about teachers having to put up with is insane,0
6942,no judge or government has the right in my opinion to tell parents how to raise their kids any home school has to be better than having your kids endure a public school brainwashing any day,0
6943,here is the new link to the youth corps page,0
6944,the knights of the ku klux klan youth corps just click on these words in red,0
6945,holocaust is a holohoax,1
6946,i hear the jews are looking to open a holohoax center in antarctica next year,1
6947,so how do you explain america s being behind almost every industrialized nation in the world when it comes to education,0
6948,we had lots of good times and parties too but we also had a gourmet chef tutors massage thereapist and a library of extra liturature from teaches such as copies of the upcoming tests etc,0
6949,well i have a few hundred bookmarked but here s a few that i ve looked at more than once or twice this website has free curriculum and good advice http bringinguplearners com iusethisoneallthetimeforplanning http donnayoung org ifyouwishtoaddanewelementtoyourhomeschool http www teachwithmovies org index html happy learning,0
6950,yeah sad to see people like that,0
6951,my mother was a teacher and a fair while back thought colored folks were wonderful misunderstood creatures but after teaching a majority non white class for a couple of years she no longer thinks they are all that great,0
6952,is this board game only germanic mythology,0
6953,that s great for our germanic youth but if you want to include all of our youth thats cutting it a bit short is n t it,0
6954,i just called her and told her next time to save it and come to me from there we can go to my attorney and see if there is anything we can do to stir the pot,0
6955,if they ever accept that there are mental differences between the races they will be putting the first shovelful of dirt into the grave of multi culturism,0
6956,also every other multi they are trying to force upon us,0
6957,it will be like letting everyone they persucuted for speaking the truth spit into their faces and say i told you so,0
6958,let s hope the nearly all white gold medal us women s soccer team gets into the spirit too,0
6959,the silver medal women s us softball team is probably all dykes considering how much dykes like softball,0
6960,we need a j t ready on the california border,0
6961,video shows how mexicans beat a 20 foot fence on california border true crime report,0
6962,i think girls go to clubs to meet guys cause there are so many guys there it makes it easier to meet some one atleast thats what i have been told im not into the dancing they do,0
6963,had a run in with a jap tonight,0
6964,i seriously hope she dies in a fire one day,1
6965,that is all,0
6966,i feel very sorry for the families of such jews as art katz because he would preach to them over and over again about how jesus died for the jew first while at the same time shoving his non jewish wife into their faces,0
6967,and then he had the nerve to preach about anti semitism from the pulpit,0
6968,the struggle is about race not culture,0
6969,the last thing we need is to stop calling things for their name and to look like cowardly old school nationalists,0
6970,do you mean this one,0
6971,you can have it completely for free,0
6972,blood passover complete english text the whole english text of bloody passover is online at this url http www israelshamir net bloodpassover pdfhttp www cwporter com hoffman htm,0
6973,i do n t see it,0
6974,i see instead large scale riots along ethnic lines quickly started quickly suppressed and marital law instilled,0
6975,did hitler not have a policy that only those with blue eyes would have lived brown hair was acceptable only with blue eyes,0
6976,nothing is ever as it seems to be,0
6977,we are always taken by surprise when something happens that we did not foresee,0
6978,of all people the germans have learned this lesson best i think,0
6979,indeed they are and if one does n t stop for a moment to consider the implications of that they do n t see the obvious contraction in terms,0
6980,it tells you that the grand wizards in the oil kingdom are playing these folks for fools to help line their own pockets and sadly they re succeeding,0
6981,no the picture thread took care of that,0
6982,i just want to see all the styles of clothes how they wear them etc,0
6983,dont even have to include a face,0
6984,how about telling them that you would gladly give the united states back to the native americans as long as white people got all of europe back,0
6985,thank you to all the people who ve responded here and to those of you who ve sent me pm s about it,0
6986,youre all a lovely bunch of people and i thank you for your concern i am at the moment insisting on being driven,0
6987,washington state university wsu,0
6988,very good school with alot of whites very few hispanics and very few blacks but many asians,0
6989,if you can stand asians then you would find the school to be a breath of fresh air,1
6990,i bet they wouldnt have done that crap to a black person that had black power or those black fists that the panthers use written on his back pack,1
6991,or say sentences with a swear word in between each word except to music or go to jail ur whole life,0
6992,if you are a skinhead then by definition you must have your head shaved because if you do n t you re not a skinhead,0
6993,skins have a reason to shave their heads see www skinheadz com as a normal white nationalist there is no reason for you to have your head shaved,0
6994,our ancestors didnt walk around bald so why should you,0
6995,nope prisoner means that you belive in wp and try to dress as much like one but cannot due to parents or your job,0
6996,mine being the first,0
6997,i saw ahx for the first time the other day and i would not say it s pro aryan,0
6998,for a start the main character has a change of heart,0
6999,i prefer classical music and marching band works particularly the kind of score that was written for marching band not some pop song transcribed to be played by instruments,0
7000,and when it comes to classical music i like it powerful,0
7001,a friend brought a small little finger nail cleaning knife to school a teacher found out and he got expelled,0
7002,this is why i need something else then that,0
7003,they have an asian group a black group a mexican group but sadly my request for a white group was denied is this libral hipocracy or discrimination against a skinhead,0
7004,yes that game is pretty good its truly 100 negroid killing action aka mini rahowa but i would like to see a expansion set of it next mission in harlem laugh that would be perfect then,1
7005,if you were smart you wouldnt create a white pride school group take it from someone who has been through it,0
7006,if anything racial happens you will be pinpointed,0
7007,just my 2 cents,0
7008,got myself a pair of burgundy 8 hole grindres on a low sole they kick as as far as i am concernd thats all i need,0
7009,i like husband in a decent pair of jeans a well fitting shirt and a pair of boots,0
7010,face shaved and moustache trimmed,0
7011,hair freshly cut,0
7012,thanks and i will continue to come back does anyone know of some good bands to listen too i got several at the moment that i really like but it would be good to have some more casper,0
7013,i have realized while on stormfront that my idea of what white looks like is flawed,0
7014,are those greek and albanians considered white,0
7015,yet if the thugs had of actually robbed the store and injured or killed your friend it would not be classified as a hate crime would it,0
7016,i joined the marines,0
7017,i ll be leaving for basic pretty soon,0
7018,it is better with a shaved head a friend of mine was beaten really bad a year ago because they could have pulled him by his hair,0
7019,miscegination is a killer for all races it destroys perfectly good dna even nonwhite dna we might need our diversity some day to save an entire species it would be a shame if that dna was destroyed becasue of some leftist ideal bullsnot,1
7020,hell i tend to not give a tinker s darn if my friends ocasionally smoke weed,0
7021,just lay of the crack and ecstasy,0
7022,stay white stay healthy for the fight,0
7023,if he s a coke addict try to find out where he gets the coke from and rat him out you will be a hero and can have your own party while all the nigs are behind bars,1
7024,well you should,0
7025,the strength of our race is in the depth of love and care it shows to its own people,0
7026,hello i m mike i ve been reading these board for some time now and finally got around to registering,0
7027,i live in georgia namely the metro atlanta area so naturally im surrounded by monkeys,0
7028,i m 16yrs old and the only person in my family who seems to believe in preservation of our race,0
7029,im not sure of a site but those stats are from the color of crime book,0
7030,if u search on yahoo ya jew you can find it,0
7031,i just tried to get on the site and it stated account has been suspended,0
7032,i hope labrat can get it back i liked the site,0
7033,never mind post,0
7034,site is back on line,0
7035,did anyone realize what i said in my post about my daddy shooting me with my hand on the dial of a mtv station was a joke 88 crissy,0
7036,hi school is a zoo and suck i hate my school to but white trash is some one who is a race mixers or a w white power at all times,1
7037,show us that your proud to be white not black,0
7038,the last thing we need is for whites to start talking ebonics,0
7039,seig heil andrew,0
7040,i m not sure if you all have heard of this before or not but the other day my friend told me that he heard soon the government will require us to have an id chip put under our skin on our hand,0
7041,i think this would just be a tighter grip the zog would have on us,1
7042,what do you all think,0
7043,well i do n t have very specific life plans like aclemfaalthat replied but i do have goals 1,0
7044,learn how to swim 2,0
7045,graduate from college 2 years left woo hoo 3,0
7046,join the air force something i have in common with aclemfaal small world 4,0
7047,travel through the usa 5,0
7048,travel abroad something i have never done 5,0
7049,then later on if i find my soul mate marry and have a family,0
7050,of course none of this is set in stone,0
7051,but there are so many things i want to do and see i want to live my life to its fullest,0
7052,i guess it makes sense for them but they will eventually have to decide whether jesus was black or christianity is false from their perspective both ca n t be true,0
7053,that was my conclusion,0
7054,this is a new version that has not been available before now,0
7055,new intro music leads in and out,0
7056,please keep seeding,0
7057,best to all,0
7058,dr duke if we are ever able to form a white nation god willing we will i hope you will become our president,0
7059,ya i saw that and laughed myself sick over it,0
7060,now some crap i have not seen before is the displays of passover crap in the stores before,0
7061,fl that s an old photo of last year,0
7062,they were praying for rain,0
7063,coming out of the worst drought the country ever seen we must all thank god for the rain he send,0
7064,our dams are overflowing except for the cape,0
7065,clearly there is a need for more alternative media in this country,0
7066,why not start one yourselves,0
7067,seems like a great idea to promote our cause,0
7068,these are the kind of stories that most of the time come out of india and pakistan,0
7069,god knows what would come out of africa if only blacks could come up with investigative journalism,1
7070,we have a little piece of legislation called the prohibition of foreign military assistance act this prohibits mercs from operating in south africa on pain of five years of hell in a kaffer jail,1
7071,i think he had a near death experience and saw where he is going and now he s clinging to life with desperate tenacity,0
7072,food and water will obviously be very important and the means to defend it what a defense force they are all haunted say hi to casper in upington what a good soul,0
7073,i m glad you can walk in those things,0
7074,last time i wore something even half that high i nearly broke my ankle and my neck,0
7075,here s a site that compiles news articles of white crime and degeneracy,0
7076,i suppose it s their version of sf s news and articles forum,0
7077,that is the very definition of genocide,0
7078,is n t it interesting how genocide is a crime until it happens to europeans,0
7079,rhodine van der walt was shot and killed in her home in kempton park on saturday night 1 feb 2014 by blacks,0
7080,it is in the nature of jews to desecrate traditions of all sorts and push our women to make fools of themselves,1
7081,a good to start with one is prodigal genius written by john j o neill,0
7082,it can be read online here http www rastko org yu istorija te ell tesla htmlandhttp www scribd com doc 2683312 pr n jacob oneill,0
7083,i wonder if eddie has security guards present during his concerts or if he just relies on the overwhelming good will of the universe to keep him safe from the thousands upon thousands of screaming fans,0
7084,a has been from a genre called grunge rock aka sheety music popular around 20 years ago i did n t like them then and now same consensus pearl jam jeremy youtube,0
7085,at the beginning of the movie they show that huge group mating scene where they line up the men and women,0
7086,i think liberals would promote that type of mating because only randomness in your line determines your mate and not any other factor,0
7087,i will at least never willingly pay to see this propaganda maybe just watch it for free to show the influence the jews have got in the white genocide to people,1
7088,so then what caused the booms and busts before the fed was put into place and we had a bimetallic based money,0
7089,i want to know what there is to investigate since no crime was committed,0
7090,the negro pre adamite beast girl complains that this somehow mysteriously targets her,1
7091,if your house door was locked but at midnight your neighbor opened the door for some muslims to come inside and take your stuff rape your wife and beat you nearly to death would you still think your neighbor was a nice guy,1
7092,pretty soon there s not going to be anywhere left to run,0
7093,i guess whites will either have to start fighting back or be slowly exterminated,0
7094,i do n t watch any movie that is made for blacks or has a black in the lead roll and i ca n t find humor in the black race with all of the crime they comit against the white man to hell with them,1
7095,in this newest video i am posting it is relevant to this particular thread at 3 55 mark though i suggest watching the whole thing,0
7096,share and prepare,0
7097,youtube multicultural enrichment stop violence,0
7098,remember people it is our duty to spread dr dukes excellent videos far and wide,0
7099,there is no time like the present,0
7100,i think it s time for some old west justice like takin these two sombitches out and well i think you get my point,1
7101,we have two things wrong here mexcicans in a white homeland and a pizza company sending a female in harms way,1
7102,i read in the paper today that they are concidering hate crime charges,0
7103,i would love to ask whats to concider,0
7104,maybe they are unionized,0
7105,maybe they are not so uneducated and knows about their fate,0
7106,is it in your job contract to go to death to save the world,0
7107,it makes me laugh every time the liberals complain about mugabe s failed state as their the very people who helped create it,0
7108,good going libtards you ruined rhodesia,1
7109,wonder if food stamps would cover s t for them in america and we could not have a food shortage of real food,0
7110,i was up late watching tv and there it was on cnn click on the link video breaking news videos from cnn com,0
7111,at this point i will assume the media is lying about everything other than a negro being arrested for his murder,1
7112,watch for child and interracial porn to be found among the ashes,0
7113,let s hope he s right and that the heads of the marxist elites currently ruling europe start to roll,0
7114,it s time to sharpen long knives,0
7115,i wonder if this guy still thinks the jews are a good thing after the jews just tried to start a war between nato and russia,1
7116,the billboards around town speak volumes,0
7117,the white candidates for sheriff do n t show their picture,0
7118,the black candidates proudly show their picture,0
7119,there s one billboard that has the candidate two black supporters and congressman steve cohen,0
7120,cohen is shameless,0
7121,the black churches show all black faces on their billboards,0
7122,the white churches billboards look like lunch break at the un,0
7123,there s one up now for what used to be a white church that shows two couples white asian and white mexican,0
7124,they will never acknowledge it no matter how much proof you have,0
7125,in school they teach that if it makes black people look bad then it did n t happen,0
7126,has anyone been able to locate a clip or photgraph of the father,0
7127,i asked for this on another thread but was subjected to untelling rudeness,0
7128,i can honestly say that i have smoked weed and drank as a kid with many groups of white guys and nothing like this ever came close to happening,0
7129,but i guess if something like this would have happened it would ve been my fault right,0
7130,the filthy ape gave the horse an infection,1
7131,these black people have the nerve to call themselves human,1
7132,this article should reinforce in our minds what we are dealing with,0
7133,in our area they ve pretty much stopped showing mug shots of negroes like this whites have to go on the names to figure it out,0
7134,you make it sound so romantic more like a bunch of sickos sacrificing a child in pennance for the sins they have commited over the last year so they can start a new year of muder and robbery with a clean conscience,0
7135,they gave the guy who posted that video some trouble did n t they,0
7136,not one of them answered him properly,0
7137,even the forum of local government ombudsman watch are frightened to talk about the video,0
7138,look how they try to silence then refuse to speak to a new member who posted it in innocence,0
7139,http www amv3 com forum viewtopic php p 5542 5542,0
7140,there s something so gross and such an assault on the senses as the sound of an european romance language coming from the mouths of savages,1
7141,i m sure their failure to dig simple bloody pits for their ordure is our fault somehow,0
7142,maybe the ghost of king leopold nicked all their shovels,0
7143,http www cbc ca storyview aol worl ts 050802 html my dads good friend left for sudan about a week ago for a bonb disposal company on a three month assigment,0
7144,oh yes they will skin us alive if given the chance,1
7145,i wonder if they ll do the same with the juden,0
7146,this is a good answer and i d like to hear your thoughts on the black music likable black guy scenarios,0
7147,intj introvert 11 intuitive 38 intuitive thinking 38 judging 22 you have slight preference of introversion over extraversion 11 you have moderate preference of intuition over sensing 38 you have moderate preference of thinking over feeling 38 you have slight preference of judging over perceiving 22,0
7148,on that momentous day this december 2012 imperium europa was launched on the sacred island of melita at a sacred space a sacred site a solar temple pre christian thousands of years old high ground greeting the rising sun mystical aura,0
7149,12 kindred spirits the best of the white race convened with unity of purpose saving the sacred gene pool,0
7150,a spiritual transfiguration that will change everything,0
7151,formed aeons ago as a vaporous state he she,0
7152,gradually morphed into a biological aristocracy europids the sons of the aryan god,0
7153,in eternal combat with that satanic spirit the physical incarnation creation of the demiurge the jews,1
7154,a glorious future for us europids is now ushered kritayuga the golden dawn,0
7155,lords of the planet the solar system and the beyond,0
7156,hail the imperium,0
7157,hail imperium europae,0
7158,hail the white race 26 12 2012 new right conference london 2012 youtube,0
7159,the french and russians should speak their own native languages but french and russian schoolchildren should learn german at school instead of english,0
7160,very good i like this we all play a role as part of the white nation,0
7161,if we dont band together as is lost let every white play his role in the big picture,0
7162,i recently bought a book from here and it was very fast shipping and great quality,0
7163,it s a nationalist site as well maybe give them a try,0
7164,invictus press home page,0
7165,because they deserve at least a taste of it for helping the white liberals and jews push it on us i do n t think we should allow it to destroy them though,1
7166,this is why libtards and jews call us white supremacists and get away with it,1
7167,white nationalism is not about superiority it s about the 14 words,0
7168,no wonder black dudes go for white chicks they only have to punch them a few times to knock them out,1
7169,with black girls it takes a baseball bat who carries a mu ff in baseball bat on a date,1
7170,i m looking forward to seeing the western media s apartheid twist on this story whilst they ignore the racist pension and land reform and genocide,0
7171,dr duke really drives into the nerve center of communism in this video clip,0
7172,it is just outstanding,0
7173,youtube broadcast yourself,0
7174,has anyone watched the vice channel s guide to liberia,0
7175,check out the whole series,0
7176,x202a the vice guide to travel liberia part 1 x202c rlm youtube,0
7177,put that fat black idiot to work and she would n t be smirking at whitey and playing stupid for the camera at her welfare review hearing,1
7178,better yet make her the poster child for black resettlement spending her days digging for grub worm dinners would actually be good for her,1
7179,youtube black guy throws baby into traffic youtube white girl gets beat up by black girls in front of the bar youtube african american flash mobs terrorize philadelphia yet again youtube 6 black women beat latino girl for bad karoke,0
7180,the kind of savagery against females that has become expected from negroids in todays society,1
7181,youtube authorities release video of detention officer assaulting edit i actually thought the attacker was a male negroid until i just read a report on it on new nation news,0
7182,turns out it s a female negroid assaulting the white woman,0
7183,http www newnation tv forums showthread php t 207286,0
7184,the goal should be to run them the hell out of the country,0
7185,oslo turning into a major criminal muslim mecca,1
7186,if jews are also apart of the minority group then does n t that make tim wise s book white like me moot,0
7187,dr william pierce,0
7188,dreaming of a future world full version youtube dr william pierce,0
7189,vision of a future world pt 2 of 2 youtube,0
7190,excellent book i have read it several times and after reading this thread i think i will read it once again its well written and a good introduction into what is happening to our people god bless david duke,0
7191,i was really worried about this one because i thought a bunch of groids were going to hop out of the cars signifying the town to get so excited and the women to remove clothing,1
7192,texas marine dies defending his wife in french quarter he was fatally stabbed after a formal marine corps ball marines mourn sergeant stabbed in french quarter national chron com houston chronicle,0
7193,my spanish teacher told us hispanic just means spanish speaking and she is white so i dont know why she would lie about it,0
7194,but maybe she was just mistaken,0
7195,there is nothing i would love to see more than the arrest trial and execution of these murderous and genocidal zionists,1
7196,who says this is an undeclared war,0
7197,i think the statistics speaks declaration,0
7198,please watch your six brothers and sisters we are all targets to some degree,0
7199,you could easily describe democracy as the destruction of the whites at least national socialism cared about it s own people rather than others,0
7200,i never came to this sight trying to create a disturbance,0
7201,i ve only recently came to new conclusions or found old ones,0
7202,i m 22 years of age and i plan to have 3 4 kids but i do n t feel i can be a father now i will start have my kids around age 27,0
7203,according to the 2005 census data from here non hispanic whites 66 8 hispanics 14 5 blacks 11 9 asians 4 3 american indians 0 7 pacific islander 0 1 other 0 3 multiracial 1 4 total 100,0
7204,it used to be the churches in your own community would take care of people facing hard times,0
7205,the churches also used to operate hospitals,0
7206,may i ask how then do you describe a typical georgian appearance,0
7207,are the inhabitants of this village perhaps not ethnic georgians,0
7208,rusya is typical hutsul s girl,0
7209,in galicia bukovina in moldova romania in balkans greece we can see many people looks like her,0
7210,i do n t think she is mongoloid but it s big question if she s white,0
7211,sorry for bad english,0
7212,belfry country house skating rink country house detail country house by kuzmin country house by lygin,0
7213,this boy is not tatar looking,0
7214,i know how tatars look like i see them almost every day on the streets,0
7215,he is not nordic of course but he is white,0
7216,whiter than armenians for sure,0
7217,i was realistic in the first post on this thread page1 now this this is the sexy part of our country,0
7218,i ve seen some other nationalities ones in the world as well,0
7219,for most of them it s call of their own soul and not economical mean only,0
7220,but the worst thing is the americans and the britons wants yet to make see basayev like a freedom hero,0
7221,as i always said before there is just too much animosity over the last 200 years for that to occur,0
7222,they are of mediterranean type it s normal because of the temperature to have darker pigmentation than fellow whites from western and northern europe,0
7223,it is amazing to watch the newscasters report on all these cases yet never make a connection,0
7224,two days two perps killed,0
7225,this one is within jogging distance police shoot kill ny fugitive in jax man shot several times in hail of gunfire posted friday february 11 2011 jacksonville fla,0
7226,a man wanted for attempted murder in new york city was killed friday afternoon in an exchange of gunfire with officers with a fugitive task force who had gone to a regency square area apartment to arrest him,0
7227,the u s marshals service said barion a blake was killed about 12 30 p m at the colonnade at regency apartments in the 900 block of monument road,0
7228,http www news4jax com news 26834699 detail html,0
7229,elmira n y,0
7230,the case against the elmira man accused of strangling and stabbing his pregnant ex girlfriend moved one step forward friday morning,0
7231,loved ones stood together at chemung county court to watch 35 year old arteamus wells appear before judge james hayden,0
7232,wells is accused of killing 19 year old erin jade smith on december 6 2010,0
7233,man accused of murder back in court wetm 18 online erin jade smith obituary view erin smith s obituary by star gazette assumed deceased danielle brown fl 02 05 2010,0
7234,africa is a hole area of natural resources and only made mud huts from it what wild life are able to make even better huts ie birds,1
7235,for all of you serbian chetniks with german soldiers during ww2 so stop telling lies that all serbians chetniks was against nazis german soldiers,0
7236,a memphis teen is behind bars charged with kidnapping and raping a 15 year old girl,0
7237,police say 19 year old tyrus shields threatened the victim with a knife on october 21st then assaulted the girl twice,0
7238,memphis teen charged with rape my fox memphis fox 13 news,0
7239,killer of woman child in oak cliff gets death penalty news for dallas texas dallas morning news dallas fort worth crime news dallas fort worth news,0
7240,it is a good language to learn and is related to all other slavic languages,0
7241,slavic peoples make up some 34 of european population,0
7242,yeah swamp soccer is the real sport beer naked men men in flower dresses actually i was planning to attend with a girl team one year unfortunately it didn t happen youtube swamp soccer finland,0
7243,another example of affirmative action gone bad,0
7244,june 6 2010 6 20 p m edt see full article mississippi man faces sixth capital murder trial in 1996 shootings cnn com,0
7245,exposed man charged with risk of injury found with child in car just another day in da hood,0
7246,oh yeah no mugshot picture on the page of course you have to watch the video report to find out it was yet another case of tnb,1
7247,she had 7 other kids living in the apartment,0
7248,the boy had scars and burn marks from head to toe,0
7249,look who her partner was steve hamilton,0
7250,is that couple in the second picture with the dark yellow background an asian female with a white male or is it something that looks like it designed to send the same message,1
7251,advance auto parts on their store poster features a black male and white female counter clerks one of the most widespread examples of race mixing is your local and national news anchor teams almost always a black male and white female,0
7252,you need to post less and learn more,0
7253,until you do anything that you write is worthless to read,0
7254,consider yourself ignored,0
7255,if you are looking for such kind of music then be sure to check out the following bands ps i m not very good at describing music styles but i ll give it a try,0
7256,agent bulldog sweden oi,0
7257,heroes in the snow sweden rock roll midgards søner sweden oi,0
7258,mistreat finland oi this band is great,0
7259,norhat norway metal oi,0
7260,norske legion norway oi,0
7261,odium sweden oi this is one my favourites,0
7262,saga sweden various ultima thule sweden various there are plenty of other bands,0
7263,try buying some of the carolus rex compilations,0
7264,they contain songs from many ballbreaking bands,0
7265,hope you will find what you are looking for,0
7266,perhaps you should x2 the number of mods so this pathetic situation can be fixed,0
7267,a better board is going to be more likely to recieve donations,0
7268,i need something translated but i would settle for a live internet sports channel that carries lithuanian or latvian sports,0
7269,please pm me or post here,0
7270,well i do hope that he will not get the pm position neither do i want sv nor ap in the government,0
7271,well my whole jist of this time was to say that norwegians are those whose kingdom is the most northerly and therefore the most nordic as they have been referred to time after time again,0
7272,or just say as you remember it and i ll say if it s correct,0
7273,26155 yes our languages really are beautiful at least i think so,0
7274,and they are more than suitable for singing when talking about singing,0
7275,it was national song and dance festival in estonia today and yesterday,0
7276,21325 white estonians singing patriotic and just beautiful songs,0
7277,around 5 of estonians singing on one stage,0
7278,antoher 1500 singers from other countries were here also mostly from finland and i only saw 1 black and 1 asian there,0
7279,that has been proven many times over by the jew media in the u s,0
7280,their lies are so thick and many that people do n t see the truth when it is in front of them,1
7281,does anyone have a digital camera that could post some pictures of typical public places in any part of scandinavia so that i and others may see the racial makeup of present day scandinavia,0
7282,thanks in advance,0
7283,does anyone know where i can get backgrounds and stuff with a white nationalistic look for winxp,0
7284,like this img documents and settingsblueguardskrivebordny bitmapbillede jpg img,0
7285,the israeli prime minister says that he thinks this is a part of the growing anti semitism in europe but that statement is a part of the growing anti scandianavism in israel,0
7286,as far as im concerned as soon as the little half breed is born it should be tied round her neck and both mother and mulattoe should be flung in the nearest river lets see if daddy jumps in to save them,1
7287,bottom line is waht are the ethnic breakdowns of each immigrant group admitted for the latest year available if anyone knows diablo,0
7288,thats what i tried to tell those nuts over on the health a fitness thread and was attacked for it in post,0
7289,thank you for proving what i said,0
7290,i m back and i hope that teárlach is too or at least that jjt brave enugh to tell me who did it,0
7291,they sometimes ride the ice south they turn up in iceland once in a few years and i think they are common in svalbard with its frozen sea,0
7292,don t smoke do n t drink do n t chew gum try to eat little sugar little artificial ingredients little sweeteners and preservatives healthy and pure like it should be,0
7293,if that number is correct then it is impressive those men were heroes and patriots who faught for our way of life against red army,0
7294,does you do n t know anything about that person except what they themselves have chosen to tell sound familiar,0
7295,without knowing it yourself you have judged me,0
7296,and there you have it,0
7297,that prince who married that asian is a freak imagine his half and half kids growing up and trying to marry into other royal families,1
7298,how could you have a debate with a nigerian woman pity i was listening in should have been a good laugh listening to that person trying to hold a civilised conversation,1
7299,cant seem to find it where abouts on the site is it all i can get is the thing on football hooliganism,0
7300,i have two photos on my phone and i do n t know how to upload them at the moment,0
7301,i ll have a look around and try and get them up for people to see,0
7302,we re letting these creatures flow openly through our air and sea ports and not performing so much as a background test on them,1
7303,if they ban your account on board all you have to do is clear your internets temp files and history folder and you can sign up again just a press of a button no need for a proxy,0
7304,i looked up his mothers maiden name and it s dunham according to my sources,0
7305,dunham is an english name,0
7306,it was carried to ireland by english invaders who came to where they were n t wanted to steal irish land and irish lives,0
7307,looks like obama has lived up to his legacy,0
7308,this is an absolute disgrace they think they are entitled to everything on a plate and that is out of order,0
7309,when i was a kid i cut his grass for a few quid i found a s t load of cans in his shed so i ran off and got p ed i don t feel so bad about nicking those cans now,0
7310,the reality is that the white race is a minority race,0
7311,it s amazing how the media spin can make it seem other races are minorities when they vastly outnumber us,0
7312,they do it because they know it pisses the whites off by showing disrespect as such for other people shows they have no respect for themselves,1
7313,what gets me is in absolutely no way would i behave in such a fashion in a foreign country that is totally disrespectful,0
7314,youtube honesty trevor made in britain youtube the dead nazi march youtube ich hatt einen http www youtube com watch v 8u9sh91htia kameraden youtube cross of iron movie intro,0
7315,i think the circumstances surrounding his death are very suspicious,0
7316,he was despised by the eu as was a nationalist and therefore stood for everything that the eu was against ie pro family values proud of his culture etc,0
7317,hopefully his death will boost support for nationalist groups in all white lands,0
7318,i never attacked you and i am not your son plus i dont care what you done p m if you have a problem,0
7319,would the gentleman kindly tell us can wogs be irish,0
7320,are ira fighting for white irish exclusively and a white future for ireland or is it all the same to them,0
7321,yeah das boot was great got it as present for christmas,0
7322,at least the germans in these movies dont speak english with an american accent like in the old ww2 movies,0
7323,does ireland have a party that is similar to our bnp in the uk,0
7324,being a smaller country ireland will quicker fill up with ethnic scum,1
7325,do you think the writer of planet of the apes was trying to tell us something btw its a serious question,0
7326,one the chinese get there teeth into a country that s it they take over,1
7327,the gas thing is there so strict on immigration in china,0
7328,i now only go into the city when i have to and i had to yesterday and i could not belive what has happend in there i think i must have seen every peice of dirt from every corner of the globe in there it was horrible,1
7329,dublin has had it,0
7330,islam is a false religion however unlike some other false religions it is crude and appeals to crude people such as arabs,1
7331,the only way to stop it and its followers from spreading is to join a white unity organization and not support democracy by not voting,1
7332,to think that such a great christian nation as ireland has an islamic foundation is sickening,1
7333,its one of the last places you d expect this,0
7334,mccourt the brother of that lier who wrote that book full of lies is running on a gay anti war platform in new york from a video of his speech the limerick blogger has it on youtube,0
7335,quite the opposite in fact,0
7336,i have just dispatched a pm to a nember of staff politely suggesting that this forum would be more properly renamed brentworld potato land the orange playpen trollsville paisleyland londonstormfront ulster scot pixie land smilie city,0
7337,i got a pm from him in which he cliams to write for the sunday independent s life magazine enough said,0
7338,go to www limerickpost ie the story here is typical lies the black is laughing all the way to the bank and he did rob the man,0
7339,thats exactly what he means and what they are doing it has happened to every white nation and we are no different,0
7340,we will become a melting pot like our other sister countries in europe,0
7341,they are a good example of people who are brainwashed,0
7342,they speak the irish language because it s their culture but are brainwashed into thinking that it s ok to destroy our race,0
7343,http www belfasttelegraph co uk ne p story 655156 and the usual loyalist reaction and freedom to nationalists is to attack the harryville catholic church and hold pickets while people pray inside if the parade goes ahead and give abuse and threaten and attack catholics in ballymena,0
7344,sorry mods i posted this twice by mistake so you can kill this thread and leave the other as i cant seem to be able to delete it,0
7345,residents against racism has organised a march or demonstration whatever to keep these killers in ireland and bring in more,0
7346,god only knows these people have no respect for anything not even their own,1
7347,that is where we people differ,0
7348,wonder what anyone thinks of this for a logo gaelic guard garda gaelach green for ireland four stars for the four provinces on a white field for obvious reasons 2508,0
7349,of course if people would stop going to these places then they would never be able to earn enough money to start up foreign cesspits in irish towns,0
7350,i do n t have a problem with english working or living in ireland maybe it was your personality that was the problem,0
7351,i ve taken to call myself either european half irish or irish american,0
7352,when i hear the term american i think of yahoos who are every color of the rainbow and who start wars in the middle east for israel s benefit,1
7353,pakis asians and even jungle bunnies come in and starts getting weird,1
7354,white kids dressing and acting black and all that when i was in school we would beat the out of those kids,0
7355,i grew up in a neighborhood called transcona it was always white until the last 15 20 years,0
7356,now i just dont know what to do or think anymore,0
7357,so what are your thoughts and personal experiences with the whole new immigration system,0
7358,white people ca n t just be left alone can they,0
